Date,Open,Change %
2014-11-11,367,-0.47
2014-11-10,362,1.41
2014-11-09,343,5.39
2014-11-08,341,0.49
2014-11-07,347,-1.67
2014-11-06,338,2.86
2014-11-05,328,3.06
2014-11-04,324,1.15
2014-11-03,322,0.52
2014-11-02,325,-0.88
2014-11-01,337,-3.68
2014-10-31,344,-2.03
2014-10-30,335,2.91
2014-10-29,351,-4.54
2014-10-28,350,0.28
2014-10-27,348,0.41
2014-10-26,346,0.56
2014-10-25,355,-2.36
2014-10-24,355,-0.19
2014-10-23,378,-6.11
2014-10-22,382,-0.89
2014-10-21,380,0.52
2014-10-20,387,-1.78
2014-10-19,390,-0.92
2014-10-18,380,2.73
2014-10-17,379,0.19
2014-10-16,393,-3.41
2014-10-15,397,-0.99
2014-10-14,387,2.53
2014-10-13,373,3.79
2014-10-12,361,3.31
2014-10-11,361,-0.14
2014-10-10,360,0.22
2014-10-09,350,2.86
2014-10-08,331,5.8
2014-10-07,331,0.03
2014-10-06,322,2.69
2014-10-05,335,-3.72
2014-10-04,363,-7.74
2014-10-03,375,-3.12
2014-10-02,382,-2.01
2014-10-01,388,-1.37
2014-09-30,376,3.03
2014-09-29,379,-0.61
2014-09-28,399,-5.0
2014-09-27,404,-1.35
2014-09-26,412,-1.9
2014-09-25,423,-2.71
2014-09-24,436,-3.0
2014-09-23,404,8.11
2014-09-22,401,0.62
2014-09-21,411,-2.41
2014-09-20,397,3.49
2014-09-19,424,-6.27
2014-09-18,461,-7.99
2014-09-17,466,-1.21
2014-09-16,477,-2.29
2014-09-15,477,0.0
2014-09-14,478,-0.09
2014-09-13,477,0.09
2014-09-12,478,-0.16
2014-09-11,479,-0.25
2014-09-10,474,1.01
2014-09-09,475,-0.17
2014-09-08,485,-2.07
2014-09-07,484,0.26
2014-09-06,483,0.17
2014-09-05,491,-1.49
2014-09-04,480,2.28
2014-09-03,478,0.23
2014-09-02,477,0.37
2014-09-01,481,-0.95
2014-08-31,506,-4.78
2014-08-30,512,-1.29
2014-08-29,510,0.35
2014-08-28,515,-0.87
2014-08-27,512,0.52
2014-08-26,502,1.91
2014-08-25,509,-1.33
2014-08-24,497,2.42
2014-08-23,516,-3.57
2014-08-22,517,-0.36
2014-08-21,516,0.22
2014-08-20,485,6.53
2014-08-19,462,4.96
2014-08-18,485,-4.8
2014-08-17,522,-6.99
2014-08-16,496,5.15
2014-08-15,504,-1.65
2014-08-14,542,-6.88
2014-08-13,567,-4.5
2014-08-12,575,-1.43
2014-08-11,592,-2.73
2014-08-10,589,0.43
2014-08-09,595,-1.06
2014-08-08,592,0.51
2014-08-07,589,0.51
2014-08-06,588,0.17
2014-08-05,592,-0.68
2014-08-04,588,0.65
2014-08-03,591,-0.47
2014-08-02,598,-1.18
2014-08-01,589,1.57
2014-07-31,564,4.41
2014-07-30,585,-3.61
2014-07-29,587,-0.37
2014-07-28,595,-1.19
2014-07-27,596,-0.16
2014-07-26,600,-0.75
2014-07-25,601,-0.23
2014-07-24,621,-3.19
2014-07-23,622,-0.13
2014-07-22,625,-0.42
2014-07-21,621,0.67
2014-07-20,627,-0.97
2014-07-19,627,-0.07
2014-07-18,626,0.14
2014-07-17,614,1.92
2014-07-16,619,-0.77
2014-07-15,618,0.21
2014-07-14,628,-1.55
2014-07-13,635,-1.24
2014-07-12,632,0.47
2014-07-11,618,2.35
2014-07-10,623,-0.74
2014-07-09,615,1.25
2014-07-08,613,0.28
2014-07-07,626,-2.08
2014-07-06,623,0.59
2014-07-05,624,-0.16
2014-07-04,638,-2.21
2014-07-03,645,-1.19
2014-07-02,643,0.39
2014-07-01,635,1.27
2014-06-30,601,5.67
2014-06-29,597,0.59
2014-06-28,602,-0.78
2014-06-27,582,3.35
2014-06-26,568,2.51
2014-06-25,588,-3.45
2014-06-24,591,-0.41
2014-06-23,603,-2.06
2014-06-22,597,1.1
2014-06-21,590,1.06
2014-06-20,600,-1.57
2014-06-19,606,-1.0
2014-06-18,605,0.19
2014-06-17,599,1.0
2014-06-16,582,2.88
2014-06-15,583,-0.19
2014-06-14,610,-4.41
2014-06-13,597,2.21
2014-06-12,643,-7.13
2014-06-11,655,-1.93
2014-06-10,644,1.75
2014-06-09,651,-1.03
2014-06-08,651,-0.1
2014-06-07,650,0.19
2014-06-06,660,-1.48
2014-06-05,638,3.33
2014-06-04,669,-4.56
2014-06-03,655,2.13
2014-06-02,649,0.88
2014-06-01,627,3.48
2014-05-31,612,2.54
2014-05-30,564,8.49
2014-05-29,570,-1.12
2014-05-28,570,0.13
2014-05-27,582,-2.05
2014-05-26,570,2.03
2014-05-25,520,9.6
2014-05-24,518,0.46
2014-05-23,515,0.53
2014-05-22,488,5.43
2014-05-21,484,0.88
2014-05-20,443,9.16
2014-05-19,450,-1.39
2014-05-18,452,-0.59
2014-05-17,453,-0.19
2014-05-16,448,1.23
2014-05-15,442,1.24
2014-05-14,433,2.01
2014-05-13,438,-0.98
2014-05-12,433,1.15
2014-05-11,451,-4.13
2014-05-10,445,1.45
2014-05-09,441,0.98
2014-05-08,446,-1.22
2014-05-07,432,3.32
2014-05-06,430,0.31
2014-05-05,436,-1.19
2014-05-04,438,-0.59
2014-05-03,453,-3.31
2014-05-02,460,-1.4
2014-05-01,445,3.25
2014-04-30,446,-0.11
2014-04-29,441,0.95
2014-04-28,443,-0.28
2014-04-27,457,-3.21
2014-04-26,464,-1.43
2014-04-25,500,-7.16
2014-04-24,487,2.67
2014-04-23,487,-0.13
2014-04-22,495,-1.46
2014-04-21,498,-0.67
2014-04-20,506,-1.48
2014-04-19,485,4.22
2014-04-18,502,-3.28
2014-04-17,537,-6.51
2014-04-16,526,2.0
2014-04-15,478,10.04
2014-04-14,427,11.88
2014-04-13,437,-2.3
2014-04-12,435,0.58
2014-04-11,384,13.13
2014-04-10,457,-15.9
2014-04-09,466,-1.98
2014-04-08,462,0.9
2014-04-07,455,1.47
2014-04-06,456,-0.21
2014-04-05,444,2.76
2014-04-04,436,1.85
2014-04-03,424,2.81
2014-04-02,463,-8.43
2014-04-01,444,4.23
2014-03-31,446,-0.51
2014-03-30,477,-6.33
2014-03-29,482,-1.14
2014-03-28,460,4.81
2014-03-27,562,-18.13
2014-03-26,562,-0.08
2014-03-25,567,-0.82
2014-03-24,551,2.98
2014-03-23,564,-2.34
2014-03-22,549,2.68
2014-03-21,566,-2.9
2014-03-20,595,-4.87
2014-03-19,598,-0.66
2014-03-18,606,-1.23
2014-03-17,619,-2.06
2014-03-16,624,-0.78
2014-03-15,614,1.63
2014-03-14,625,-1.76
2014-03-13,619,0.91
2014-03-12,608,1.76
2014-03-11,613,-0.7
2014-03-10,627,-2.25
2014-03-09,609,2.93
2014-03-08,616,-1.22
2014-03-07,648,-4.86
2014-03-06,658,-1.53
2014-03-05,661,-0.54
2014-03-04,662,-0.05
2014-03-03,544,21.6
2014-03-02,557,-2.3
2014-03-01,573,-2.88
2014-02-28,596,-3.78
2014-02-27,593,0.56
2014-02-26,135,336.84
2014-02-25,174,-21.97
2014-02-24,310,-43.9
2014-02-23,255,21.35
2014-02-22,111,129.11
2014-02-21,111,-0.32
2014-02-20,261,-57.21
2014-02-19,294,-11.03
2014-02-18,272,7.96
2014-02-17,299,-9.18
2014-02-16,371,-19.21
2014-02-15,427,-13.24
2014-02-14,451,-5.26
2014-02-13,531,-15.0
2014-02-12,579,-8.26
2014-02-11,582,-0.63
2014-02-10,659,-11.67
2014-02-09,648,1.66
2014-02-08,695,-6.74
2014-02-07,828,-16.07
2014-02-06,904,-8.36
2014-02-05,926,-2.39
2014-02-04,931,-0.54
2014-02-03,953,-2.27
2014-02-02,940,1.37
2014-02-01,938,0.17
2014-01-31,941,-0.27
2014-01-30,925,1.7
2014-01-29,932,-0.75
2014-01-28,943,-1.15
2014-01-27,1007,-6.3
2014-01-26,961,4.78
2014-01-25,916,4.86
2014-01-24,944,-2.92
2014-01-23,951,-0.71
2014-01-22,962,-1.17
2014-01-21,956,0.65
2014-01-20,954,0.12
2014-01-19,905,5.42
2014-01-18,894,1.29
2014-01-17,913,-2.12
2014-01-16,941,-2.95
2014-01-15,919,2.39
2014-01-14,922,-0.39
2014-01-13,939,-1.8
2014-01-12,1005,-6.52
2014-01-11,957,4.97
2014-01-10,937,2.22
2014-01-09,938,-0.2
2014-01-08,879,6.7
2014-01-07,1012,-13.11
2014-01-06,1014,-0.21
2014-01-05,924,9.74
2014-01-04,884,4.57
2014-01-03,856,3.19
2014-01-02,815,5.02
2014-01-01,805,1.24
2013-12-31,804,0.14
2013-12-30,785,2.53
2013-12-29,762,3.01
2013-12-28,803,-5.11
2013-12-27,802,0.13
2013-12-26,707,13.39
2013-12-25,702,0.64
2013-12-24,713,-1.47
2013-12-23,639,11.53
2013-12-22,640,-0.15
2013-12-21,650,-1.46
2013-12-20,732,-11.2
2013-12-19,541,35.3
2013-12-18,715,-24.34
2013-12-17,759,-5.92
2013-12-16,919,-17.39
2013-12-15,908,1.2
2013-12-14,936,-2.97
2013-12-13,900,4.09
2013-12-12,919,-2.17
2013-12-11,1033,-11.01
2013-12-10,919,12.49
2013-12-09,804,14.3
2013-12-08,697,15.34
2013-12-07,845,-17.51
2013-12-06,1106,-23.62
2013-12-05,1237,-10.6
2013-12-04,1154,7.16
2013-12-03,1096,5.32
2013-12-02,1004,9.18
2013-12-01,1205,-16.69
2013-11-30,1206,-0.11
2013-11-29,1101,9.58
2013-11-28,1079,1.99
2013-11-27,970,11.33
2013-11-26,830,16.86
2013-11-25,795,4.4
2013-11-24,832,-4.5
2013-11-23,802,3.8
2013-11-22,764,4.85
2013-11-21,638,19.9
2013-11-20,645,-1.2
2013-11-19,785,-17.79
2013-11-18,528,48.67
2013-11-17,462,14.36
2013-11-16,433,6.46
2013-11-15,433,0.12
2013-11-14,434,-0.33
2013-11-13,380,14.42
2013-11-12,363,4.7
2013-11-11,336,7.93
2013-11-10,367,-8.56
2013-11-09,355,3.6
2013-11-08,309,14.65
2013-11-07,264,17.25
2013-11-06,251,5.09
2013-11-05,238,5.52
2013-11-04,224,6.32
2013-11-03,211,5.82
2013-11-02,213,-0.82
2013-11-01,211,1.07
2013-10-31,208,1.52
2013-10-30,216,-3.7
2013-10-29,206,4.4
2013-10-28,206,0.0
2013-10-27,188,9.73
2013-10-26,197,-4.71
2013-10-25,207,-4.4
2013-10-24,228,-9.21
2013-10-23,203,12.31
2013-10-22,192,5.3
2013-10-21,186,3.59
2013-10-20,183,1.61
2013-10-19,168,8.84
2013-10-18,157,6.78
2013-10-17,152,3.12
2013-10-16,158,-3.33
2013-10-15,151,4.44
2013-10-14,147,2.6
2013-10-13,142,3.25
2013-10-12,140,1.99
2013-10-11,140,-0.22
2013-10-10,139,0.65
2013-10-09,136,2.21
2013-10-08,135,0.51
2013-10-07,137,-1.45
2013-10-06,136,0.8
2013-10-05,136,-0.09
2013-10-04,131,4.45
2013-10-03,123,6.5
2013-10-02,140,-12.33
2013-10-01,141,-1.13
2013-09-30,143,-1.38
2013-09-29,142,0.97
2013-09-28,138,2.57
2013-09-27,137,1.33
2013-09-26,135,1.56
2013-09-25,134,0.16
2013-09-24,133,1.03
2013-09-23,134,-0.45
2013-09-22,134,-0.28
2013-09-21,133,0.43
2013-09-20,135,-0.92
2013-09-19,140,-3.82
2013-09-18,139,0.91
2013-09-17,139,-0.19
2013-09-16,138,0.81
2013-09-15,136,1.16
2013-09-14,140,-2.81
2013-09-13,139,0.94
2013-09-12,142,-1.94
2013-09-11,132,7.15
2013-09-10,133,-0.36
2013-09-09,126,5.37
2013-09-08,129,-2.07
2013-09-07,121,5.82
2013-09-06,130,-6.37
2013-09-05,132,-1.74
2013-09-04,144,-7.98
2013-09-03,144,0.0
2013-09-02,146,-1.38
2013-09-01,141,3.55
2013-08-31,138,2.15
2013-08-30,129,6.75
2013-08-29,128,0.42
2013-08-28,131,-1.93
2013-08-27,120,9.34
2013-08-26,122,-1.67
2013-08-25,119,2.1
2013-08-24,118,0.92
2013-08-23,122,-2.86
2013-08-22,123,-1.05
2013-08-21,121,1.73
2013-08-20,118,2.28
2013-08-19,113,4.52
2013-08-18,112,0.56
2013-08-17,109,3.45
2013-08-16,110,-0.91
2013-08-15,112,-2.28
2013-08-14,109,2.7
2013-08-13,106,2.61
2013-08-12,105,1.72
2013-08-11,103,1.94
2013-08-10,102,0.19
2013-08-09,103,-0.24
2013-08-08,106,-2.77
2013-08-07,106,-0.53
2013-08-06,106,-0.15
2013-08-05,105,1.52
2013-08-04,104,0.16
2013-08-03,104,0.43
2013-08-02,104,0.48
2013-08-01,106,-2.08
2013-07-31,108,-1.62
2013-07-30,101,6.39
2013-07-29,98,2.73
2013-07-28,94,4.64
2013-07-27,96,-1.69
2013-07-26,96,-0.96
2013-07-25,95,1.96
2013-07-24,95,-0.49
2013-07-23,91,4.32
2013-07-22,92,-0.43
2013-07-21,89,2.43
2013-07-20,92,-2.37
2013-07-19,90,2.14
2013-07-18,98,-8.56
2013-07-17,97,1.44
2013-07-16,98,-1.81
2013-07-15,94,4.73
2013-07-14,98,-3.97
2013-07-13,94,4.61
2013-07-12,89,5.63
2013-07-11,88,1.11
2013-07-10,76,14.73
2013-07-09,76,0.92
2013-07-08,76,-0.65
2013-07-07,69,9.82
2013-07-06,68,1.69
2013-07-05,80,-14.42
2013-07-04,78,1.46
2013-07-03,90,-12.74
2013-07-02,88,2.68
2013-07-01,97,-9.7
2013-06-30,95,2.64
2013-06-29,94,0.36
2013-06-28,101,-6.96
2013-06-27,104,-2.17
2013-06-26,103,0.65
2013-06-25,102,1.21
2013-06-24,107,-5.38
2013-06-23,108,-0.28
2013-06-22,109,-1.19
2013-06-21,111,-1.61
2013-06-20,108,2.81
2013-06-19,107,0.84
2013-06-18,101,5.3
2013-06-17,99,2.05
2013-06-16,99,0.1
2013-06-15,100,-0.2
2013-06-14,103,-3.8
2013-06-13,108,-4.44
2013-06-12,109,-0.2
2013-06-11,106,2.49
2013-06-10,100,5.88
2013-06-09,107,-6.91
2013-06-08,111,-2.8
2013-06-07,119,-6.7
2013-06-06,121,-2.4
2013-06-05,121,0.41
2013-06-04,120,0.55
2013-06-03,122,-1.44
2013-06-02,129,-5.26
2013-06-01,128,0.37
2013-05-31,128,0.0
2013-05-30,132,-2.61
2013-05-29,129,2.52
2013-05-28,129,-0.59
2013-05-27,133,-2.79
2013-05-26,132,1.14
2013-05-25,133,-0.83
2013-05-24,126,5.38
2013-05-23,123,2.02
2013-05-22,122,0.74
2013-05-21,122,0.71
2013-05-20,122,-0.39
2013-05-19,123,-0.58
2013-05-18,123,-0.23
2013-05-17,118,4.48
2013-05-16,114,3.49
2013-05-15,111,2.53
2013-05-14,118,-5.58
2013-05-13,114,2.75
2013-05-12,115,-0.71
2013-05-11,117,-1.75
2013-05-10,112,4.34
2013-05-09,113,-0.35
2013-05-08,109,3.28
2013-05-07,112,-2.36
2013-05-06,116,-3.22
2013-05-05,112,2.73
2013-05-04,98,15.09
2013-05-03,106,-7.67
2013-05-02,116,-8.7
2013-05-01,139,-16.41
2013-04-30,144,-3.31
2013-04-29,134,7.11
2013-04-28,128,5.03
2013-04-27,136,-6.5
2013-04-26,141,-3.39
2013-04-25,154,-8.1
2013-04-24,143,7.47
2013-04-23,127,12.62
2013-04-22,119,6.88
2013-04-21,126,-5.86
2013-04-20,118,6.87
2013-04-19,109,8.69
2013-04-18,93,17.13
2013-04-17,68,36.15
2013-04-16,82,-17.03
2013-04-15,90,-8.46
2013-04-14,93,-3.23
2013-04-13,117,-20.51
2013-04-12,124,-6.33
2013-04-11,165,-24.3
2013-04-10,230,-28.26
2013-04-09,187,22.67
2013-04-08,162,15.53
2013-04-07,142,13.79
2013-04-06,142,0.22
2013-04-05,132,7.72
2013-04-04,135,-2.13
2013-04-03,118,14.43
2013-04-02,104,13.44
2013-04-01,93,11.79
2013-03-31,92,0.91
2013-03-30,90,1.87
2013-03-29,86,5.01
2013-03-28,88,-3.08
2013-03-27,78,13.27
2013-03-26,73,6.66
2013-03-25,71,2.94
2013-03-24,64,11.11
2013-03-23,69,-7.9
2013-03-22,70,-1.38
2013-03-21,64,9.86
2013-03-20,59,9.05
2013-03-19,51,14.61
2013-03-18,47,8.86
2013-03-17,47,0.85
2013-03-16,47,0.0
2013-03-15,47,-0.47
2013-03-14,46,0.53
2013-03-13,44,5.94
2013-03-12,48,-8.49
2013-03-11,46,5.22
2013-03-10,46,-1.81
2013-03-09,44,6.04
2013-03-08,42,5.19
2013-03-07,41,2.39
2013-03-06,40,1.71
2013-03-05,36,11.56
2013-03-04,34,4.78
2013-03-03,34,0.73
2013-03-02,34,-0.72
2013-03-01,33,3.36
2013-02-28,30,8.03
2013-02-27,31,-0.64
2013-02-26,30,2.3
2013-02-25,29,1.71
2013-02-24,29,0.3
2013-02-23,30,-1.49
2013-02-22,29,1.68
2013-02-21,29,0.34
2013-02-20,29,0.78
2013-02-19,27,9.17
2013-02-18,26,0.52
2013-02-17,27,-1.51
2013-02-16,27,0.44
2013-02-15,27,-0.44
2013-02-14,24,12.48
2013-02-13,25,-3.85
2013-02-12,24,2.11
2013-02-11,24,2.84
2013-02-10,23,1.35
2013-02-09,22,4.37
2013-02-08,22,2.3
2013-02-07,21,4.58
2013-02-06,20,2.82
2013-02-05,20,0.83
2013-02-04,20,-0.78
2013-02-03,19,4.89
2013-02-02,20,-4.24
2013-02-01,20,0.44
2013-01-31,19,3.6
2013-01-30,19,0.87
2013-01-29,18,4.33
2013-01-28,17,5.05
2013-01-27,17,-0.34
2013-01-26,17,2.76
2013-01-25,16,2.96
2013-01-24,17,-3.43
2013-01-23,17,1.39
2013-01-22,16,2.74
2013-01-21,15,7.01
2013-01-20,15,0.51
2013-01-19,15,-0.51
2013-01-18,15,1.29
2013-01-17,14,5.23
2013-01-16,14,3.37
2013-01-15,14,-0.35
2013-01-14,14,1.27
2013-01-13,14,-0.84
2013-01-12,14,0.71
2013-01-11,14,0.0
2013-01-10,13,2.69
2013-01-09,13,0.0
2013-01-08,13,1.1
2013-01-07,13,1.04
2013-01-06,13,0.0
2013-01-05,13,-0.44
2013-01-04,13,0.75
2013-01-03,13,0.9
2013-01-02,13,0.0
2013-01-01,13,-1.55
2012-12-31,13,0.45
2012-12-30,13,0.37
2012-12-29,13,0.0
2012-12-28,13,0.0
2012-12-27,13,-0.37
2012-12-26,13,0.9
2012-12-25,13,0.0
2012-12-24,13,0.53
2012-12-23,13,-0.45
2012-12-22,13,-0.96
2012-12-21,13,0.0
2012-12-20,13,-0.59
2012-12-19,13,2.26
2012-12-18,13,0.38
2012-12-17,13,-0.38
2012-12-16,13,-1.41
2012-12-15,13,-0.81
2012-12-14,13,-0.73
2012-12-13,13,0.0
2012-12-12,13,1.03
2012-12-11,13,0.97
2012-12-10,13,0.0
2012-12-09,13,0.0
2012-12-08,13,-0.59
2012-12-07,13,1.5
2012-12-06,13,-0.6
2012-12-05,13,0.0
2012-12-04,12,5.76
2012-12-03,12,1.44
2012-12-02,12,-0.48
2012-12-01,12,0.0
2012-11-30,12,0.96
2012-11-29,12,0.81
2012-11-28,12,1.23
2012-11-27,12,-0.41
2012-11-26,12,-1.84
2012-11-25,12,0.56
2012-11-24,12,0.49
2012-11-23,12,-0.56
2012-11-22,11,5.52
2012-11-21,11,0.0
2012-11-20,11,-0.59
2012-11-19,11,1.29
2012-11-18,11,-1.19
2012-11-17,11,0.0
2012-11-16,11,4.91
2012-11-15,10,2.28
2012-11-14,10,0.0
2012-11-13,11,-0.54
2012-11-12,10,1.29
2012-11-11,10,0.0
2012-11-10,10,0.65
2012-11-09,10,-1.01
2012-11-08,10,0.0
2012-11-07,10,0.0
2012-11-06,10,1.4
2012-11-05,10,-0.46
2012-11-04,10,1.5
2012-11-03,10,1.62
2012-11-02,10,-0.95
2012-11-01,11,-5.63
2012-10-31,10,2.85
2012-10-30,10,2.74
2012-10-29,10,-0.93
2012-10-28,10,4.29
2012-10-27,10,0.88
2012-10-26,10,-6.35
2012-10-25,11,-6.78
2012-10-24,11,0.0
2012-10-23,11,-0.51
2012-10-22,11,0.69
2012-10-21,11,-0.94
2012-10-20,11,0.0
2012-10-19,11,-1.68
2012-10-18,11,1.1
2012-10-17,11,0.0
2012-10-16,11,0.0
2012-10-15,11,0.85
2012-10-14,11,-1.01
2012-10-13,12,-1.17
2012-10-12,12,0.0
2012-10-11,12,-0.74
2012-10-10,11,1.85
2012-10-09,11,1.02
2012-10-08,11,0.0
2012-10-07,12,-5.68
2012-10-06,12,-1.42
2012-10-05,12,-1.25
2012-10-04,12,0.0
2012-10-03,12,0.39
2012-10-02,12,3.55
2012-10-01,12,0.0
2012-09-30,12,0.0
2012-09-29,12,0.0
2012-09-28,12,0.65
2012-09-27,12,0.0
2012-09-26,12,0.57
2012-09-25,12,0.83
2012-09-24,12,-0.74
2012-09-23,12,-0.41
2012-09-22,12,-1.05
2012-09-21,12,0.73
2012-09-20,12,-2.31
2012-09-19,12,2.61
2012-09-18,11,3.03
2012-09-17,11,0.0
2012-09-16,11,1.02
2012-09-15,11,0.69
2012-09-14,11,2.37
2012-09-13,11,0.0
2012-09-12,11,0.0
2012-09-11,11,1.43
2012-09-10,11,1.36
2012-09-09,11,0.0
2012-09-08,11,0.0
2012-09-07,11,-1.61
2012-09-06,11,1.64
2012-09-05,10,5.97
2012-09-04,10,-1.42
2012-09-03,10,3.24
2012-09-02,10,2.31
2012-09-01,10,-1.87
2012-08-31,10,-5.75
2012-08-30,10,-1.28
2012-08-29,10,0.0
2012-08-28,10,0.0
2012-08-27,10,3.2
2012-08-26,10,0.86
2012-08-25,10,-0.75
2012-08-24,10,4.95
2012-08-23,9,2.96
2012-08-22,9,-1.11
2012-08-21,10,-1.78
2012-08-20,8,26.25
2012-08-19,11,-31.09
2012-08-18,11,0.0
2012-08-17,13,-14.22
2012-08-16,13,1.89
2012-08-15,12,8.7
2012-08-14,12,1.25
2012-08-13,11,3.61
2012-08-12,11,0.96
2012-08-11,11,1.05
2012-08-10,11,2.98
2012-08-09,11,0.0
2012-08-08,11,0.0
2012-08-07,10,2.21
2012-08-06,10,0.0
2012-08-05,11,-1.0
2012-08-04,11,0.0
2012-08-03,10,4.18
2012-08-02,9,10.26
2012-08-01,9,2.14
2012-07-31,9,2.75
2012-07-30,8,4.48
2012-07-29,8,-2.02
2012-07-28,8,0.0
2012-07-27,8,0.0
2012-07-26,8,1.14
2012-07-25,8,2.33
2012-07-24,8,1.78
2012-07-23,8,0.0
2012-07-22,8,-4.97
2012-07-21,8,3.87
2012-07-20,8,-3.95
2012-07-19,9,-2.63
2012-07-18,8,3.52
2012-07-17,8,3.53
2012-07-16,7,11.55
2012-07-15,7,1.06
2012-07-14,7,-1.69
2012-07-13,7,-1.16
2012-07-12,7,8.53
2012-07-11,7,0.0
2012-07-10,7,2.56
2012-07-09,6,3.24
2012-07-08,6,0.0
2012-07-07,6,1.65
2012-07-06,6,0.0
2012-07-05,6,2.46
2012-07-04,6,0.93
2012-07-03,6,-4.59
2012-07-02,6,1.96
2012-07-01,6,-0.9
2012-06-30,6,0.0
2012-06-29,6,0.0
2012-06-28,6,0.0
2012-06-27,6,3.58
2012-06-26,6,1.9
2012-06-25,6,0.0
2012-06-24,6,-1.24
2012-06-23,6,-1.83
2012-06-22,6,-1.95
2012-06-21,6,0.0
2012-06-20,6,2.62
2012-06-19,6,3.01
2012-06-18,6,2.44
2012-06-17,6,-3.75
2012-06-16,6,-1.54
2012-06-15,5,9.24
2012-06-14,5,0.0
2012-06-13,5,4.04
2012-06-12,5,2.33
2012-06-11,5,1.83
2012-06-10,5,-1.62
2012-06-09,5,-1.24
2012-06-08,5,0.0
2012-06-07,5,2.38
2012-06-06,5,0.0
2012-06-05,5,3.23
2012-06-04,5,1.15
2012-06-03,5,0.0
2012-06-02,5,0.0
2012-06-01,5,1.74
2012-05-31,5,0.0
2012-05-30,5,0.0
2012-05-29,5,0.0
2012-05-28,5,0.0
2012-05-27,5,0.0
2012-05-26,5,-0.97
2012-05-25,5,0.0
2012-05-24,5,0.0
2012-05-23,5,0.0
2012-05-22,5,0.0
2012-05-21,5,0.0
2012-05-20,5,0.0
2012-05-19,5,0.0
2012-05-18,5,0.0
2012-05-17,5,0.0
2012-05-16,5,0.99
2012-05-15,5,0.0
2012-05-14,4,1.62
2012-05-13,4,0.0
2012-05-12,5,0.0
2012-05-11,4,2.27
2012-05-10,5,-3.77
2012-05-09,5,0.0
2012-05-08,5,0.0
2012-05-07,5,0.0
2012-05-06,5,0.0
2012-05-05,5,0.0
2012-05-04,5,-1.17
2012-05-03,5,1.18
2012-05-02,5,1.4
2012-05-01,4,1.01
2012-04-30,4,0.0
2012-04-29,5,-1.61
2012-04-28,5,-2.54
2012-04-27,5,0.0
2012-04-26,5,0.0
2012-04-25,5,0.0
2012-04-24,5,2.82
2012-04-23,5,-4.62
2012-04-22,5,-1.14
2012-04-21,5,-1.68
2012-04-20,5,4.09
2012-04-19,5,0.0
2012-04-18,5,2.81
2012-04-17,4,1.01
2012-04-16,5,0.0
2012-04-15,5,0.0
2012-04-14,4,0.0
2012-04-13,4,0.0
2012-04-12,4,0.0
2012-04-11,4,1.86
2012-04-10,4,0.0
2012-04-09,4,1.67
2012-04-08,4,2.13
2012-04-07,4,-5.25
2012-04-06,4,0.0
2012-04-05,4,0.0
2012-04-04,4,0.0
2012-04-03,5,0.0
2012-04-02,4,2.9
2012-04-01,4,-1.63
2012-03-31,4,0.0
2012-03-30,4,1.04
2012-03-29,4,0.0
2012-03-28,4,0.0
2012-03-27,4,4.11
2012-03-26,4,1.54
2012-03-25,4,-2.78
2012-03-24,4,0.0
2012-03-23,4,0.0
2012-03-22,4,-2.29
2012-03-21,4,0.0
2012-03-20,4,3.2
2012-03-19,5,-11.17
2012-03-18,5,1.15
2012-03-17,5,-2.25
2012-03-16,5,0.0
2012-03-15,5,-0.93
2012-03-14,5,2.09
2012-03-13,4,7.77
2012-03-12,4,0.0
2012-03-11,4,1.66
2012-03-10,4,0.0
2012-03-09,4,-1.42
2012-03-08,4,0.0
2012-03-07,5,0.0
2012-03-06,5,0.0
2012-03-05,4,3.32
2012-03-04,4,4.56
2012-03-03,4,-1.91
2012-03-02,4,-4.47
2012-03-01,4,1.23
2012-02-29,4,0.0
2012-02-28,5,-1.81
2012-02-27,4,0.0
2012-02-26,4,3.14
2012-02-25,5,-5.17
2012-02-24,5,0.0
2012-02-23,4,13.35
2012-02-22,4,3.51
2012-02-21,4,-2.06
2012-02-20,4,0.0
2012-02-19,4,4.03
2012-02-18,4,-4.31
2012-02-17,4,3.28
2012-02-16,4,-1.39
2012-02-15,4,-2.91
2012-02-14,5,-15.21
2012-02-13,5,-4.54
2012-02-12,5,-1.61
2012-02-11,5,-5.25
2012-02-10,5,1.37
2012-02-09,5,4.11
2012-02-08,5,-1.58
2012-02-07,5,4.4
2012-02-06,5,-4.22
2012-02-05,5,-3.07
2012-02-04,6,-1.51
2012-02-03,6,-2.3
2012-02-02,6,0.0
2012-02-01,5,10.95
2012-01-31,5,0.0
2012-01-30,5,2.04
2012-01-29,5,-4.44
2012-01-28,5,6.43
2012-01-27,5,-0.94
2012-01-26,5,-7.13
2012-01-25,6,-8.59
2012-01-24,6,-1.1
2012-01-23,6,0.79
2012-01-22,6,2.1
2012-01-21,6,-4.78
2012-01-20,6,2.04
2012-01-19,5,7.43
2012-01-18,5,5.71
2012-01-17,6,-16.17
2012-01-16,7,-4.57
2012-01-15,6,3.7
2012-01-14,6,5.3
2012-01-13,6,-5.74
2012-01-12,6,-1.45
2012-01-11,6,8.49
2012-01-10,6,0.0
2012-01-09,7,-10.97
2012-01-08,6,4.41
2012-01-07,6,1.64
2012-01-06,6,-3.6
2012-01-05,5,24.78
