Date,Open,Change %
2021-02-27,46333,-0.45
2021-02-26,46928,-1.24
2021-02-25,49695,-5.57
2021-02-24,48911,1.61
2021-02-23,54114,-9.61
2021-02-22,57437,-5.78
2021-02-21,55907,2.7
2021-02-20,55922,0.03
2021-02-19,51590,8.38
2021-02-18,52094,-0.95
2021-02-17,49161,5.92
2021-02-16,47934,2.57
2021-02-15,48611,-1.45
2021-02-14,47172,3.13
2021-02-13,47373,-0.43
2021-02-12,47995,-1.29
2021-02-11,44834,7.04
2021-02-10,46507,-3.6
2021-02-09,46396,0.24
2021-02-08,38853,19.41
2021-02-07,39228,-1.03
2021-02-06,38300,2.5
2021-02-05,36976,3.56
2021-02-04,37648,-1.77
2021-02-03,35486,6.09
2021-02-02,33514,5.88
2021-02-01,33106,1.23
2021-01-31,34281,-3.43
2021-01-30,34300,-0.05
2021-01-29,33381,2.78
2021-01-28,30408,9.77
2021-01-27,32499,-6.46
2021-01-26,32244,0.77
2021-01-25,32244,0.03
2021-01-24,32088,0.47
2021-01-23,32994,-2.76
2021-01-22,30838,7.0
2021-01-21,35472,-13.06
2021-01-20,35862,-1.46
2021-01-19,36630,-1.67
2021-01-18,35838,2.16
2021-01-17,36020,-0.5
2021-01-16,36751,-2.24
2021-01-15,39175,-5.95
2021-01-14,37383,4.8
2021-01-13,34061,9.7
2021-01-12,35426,-4.13
2021-01-11,38195,-6.93
2021-01-10,40149,-4.88
2021-01-09,40607,-1.1
2021-01-08,39466,2.89
2021-01-07,36798,7.25
2021-01-06,33999,8.24
2021-01-05,32015,6.15
2021-01-04,33016,-2.84
2021-01-03,32192,2.38
2021-01-02,29359,9.65
2021-01-01,28951,1.42
2020-12-31,28866,0.28
2020-12-30,27374,5.45
2020-12-29,27065,1.18
2020-12-28,26259,3.03
2020-12-27,26460,-0.73
2020-12-26,24714,7.15
2020-12-25,23728,4.02
2020-12-24,23253,2.06
2020-12-23,23820,-2.37
2020-12-22,22730,4.82
2020-12-21,23474,-3.18
2020-12-20,23843,-1.55
2020-12-19,23127,3.1
2020-12-18,22823,1.33
2020-12-17,21352,6.9
2020-12-16,19434,9.87
2020-12-15,19273,0.84
2020-12-14,19176,0.51
2020-12-13,18808,1.96
2020-12-12,18026,4.36
2020-12-11,18250,-1.23
2020-12-10,18546,-1.61
2020-12-09,18322,1.2
2020-12-08,19170,-4.4
2020-12-07,19368,-1.08
2020-12-06,19146,1.22
2020-12-05,18657,2.62
2020-12-04,19431,-3.99
2020-12-03,19219,1.12
2020-12-02,18767,2.39
2020-12-01,19697,-4.71
2020-11-30,18186,8.32
2020-11-29,17729,2.57
2020-11-28,17142,3.52
2020-11-27,17160,-0.2
2020-11-26,18721,-8.34
2020-11-25,19151,-2.24
2020-11-24,18394,4.21
2020-11-23,18428,-0.18
2020-11-22,18689,-1.47
2020-11-21,18673,0.06
2020-11-20,17805,4.9
2020-11-19,17775,0.16
2020-11-18,17662,0.64
2020-11-17,16715,5.66
2020-11-16,15954,4.78
2020-11-15,16074,-0.73
2020-11-14,16323,-1.55
2020-11-13,16293,0.18
2020-11-12,15695,3.82
2020-11-11,15303,2.56
2020-11-10,15328,-0.15
2020-11-09,15483,-1.01
2020-11-08,14826,4.42
2020-11-07,15578,-4.81
2020-11-06,15593,-0.06
2020-11-05,14145,10.19
2020-11-04,14023,0.9
2020-11-03,13560,3.38
2020-11-02,13759,-1.44
2020-11-01,13795,-0.27
2020-10-31,13560,1.75
2020-10-30,13457,0.76
2020-10-29,13278,1.34
2020-10-28,13658,-2.77
2020-10-27,13061,4.56
2020-10-26,13033,0.23
2020-10-25,13117,-0.65
2020-10-24,12933,1.42
2020-10-23,12972,-0.31
2020-10-22,12805,1.3
2020-10-21,11913,7.51
2020-10-20,11753,1.36
2020-10-19,11507,2.14
2020-10-18,11362,1.27
2020-10-17,11321,0.35
2020-10-16,11503,-1.57
2020-10-15,11421,0.72
2020-10-14,11424,-0.03
2020-10-13,11533,-0.95
2020-10-12,11370,1.43
2020-10-11,11295,0.64
2020-10-10,11053,2.21
2020-10-09,10923,1.19
2020-10-08,10670,2.37
2020-10-07,10601,0.64
2020-10-06,10790,-1.73
2020-10-05,10672,1.09
2020-10-04,10544,1.22
2020-10-03,10572,-0.27
2020-10-02,10619,-0.45
2020-10-01,10776,-1.44
2020-09-30,10843,-0.6
2020-09-29,10694,1.38
2020-09-28,10776,-0.77
2020-09-27,10727,0.45
2020-09-26,10688,0.37
2020-09-25,10739,-0.47
2020-09-24,10238,4.9
2020-09-23,10531,-2.79
2020-09-22,10419,1.1
2020-09-21,10919,-4.62
2020-09-20,11081,-1.45
2020-09-19,10933,1.36
2020-09-18,10941,-0.08
2020-09-17,10950,-0.07
2020-09-16,10785,1.52
2020-09-15,10675,1.03
2020-09-14,10332,3.38
2020-09-13,10441,-1.11
2020-09-12,10390,0.5
2020-09-11,10339,0.49
2020-09-10,10224,1.13
2020-09-09,10126,0.97
2020-09-08,10376,-2.41
2020-09-07,10296,0.78
2020-09-06,10092,2.02
2020-09-05,10472,-3.63
2020-09-04,10168,2.99
2020-09-03,11413,-10.9
2020-09-02,11914,-4.21
2020-09-01,11644,2.32
2020-08-31,11701,-0.49
2020-08-30,11468,2.04
2020-08-29,11527,-0.51
2020-08-28,11327,1.77
2020-08-27,11462,-1.18
2020-08-26,11324,1.21
2020-08-25,11752,-3.65
2020-08-24,11641,0.96
2020-08-23,11661,-0.17
2020-08-22,11529,1.15
2020-08-21,11856,-2.76
2020-08-20,11751,0.91
2020-08-19,11944,-1.65
2020-08-18,12283,-2.73
2020-08-17,11898,3.22
2020-08-16,11845,0.45
2020-08-15,11751,0.8
2020-08-14,11771,-0.17
2020-08-13,11557,1.85
2020-08-12,11390,1.46
2020-08-11,11889,-4.19
2020-08-10,11681,1.78
2020-08-09,11764,-0.71
2020-08-08,11591,1.49
2020-08-07,11757,-1.4
2020-08-06,11735,0.19
2020-08-05,11184,4.92
2020-08-04,11223,-0.35
2020-08-03,11066,1.42
2020-08-02,11802,-6.24
2020-08-01,11333,4.14
2020-07-31,11096,2.14
2020-07-30,11105,-0.09
2020-07-29,10908,1.81
2020-07-28,10961,-1.04
2020-07-27,9932,10.98
2020-07-26,9690,2.35
2020-07-25,9546,1.65
2020-07-24,9599,-0.55
2020-07-23,9513,0.9
2020-07-22,9387,1.35
2020-07-21,9162,2.46
2020-07-20,9208,-0.5
2020-07-19,9170,0.41
2020-07-18,9155,0.16
2020-07-17,9135,0.22
2020-07-16,9198,-0.69
2020-07-15,9253,-0.59
2020-07-14,9243,0.11
2020-07-13,9300,-0.62
2020-07-12,9234,0.73
2020-07-11,9285,-0.56
2020-07-10,9239,0.53
2020-07-09,9430,-2.06
2020-07-08,9256,1.88
2020-07-07,9338,-0.89
2020-07-06,9080,2.84
2020-07-05,9134,-0.58
2020-07-04,9067,0.74
2020-07-03,9085,-0.2
2020-07-02,9229,-1.57
2020-07-01,9135,1.03
2020-06-30,9186,-0.54
2020-06-29,9122,0.67
2020-06-28,9008,1.28
2020-06-27,9160,-1.66
2020-06-26,9247,-0.95
2020-06-25,9300,-0.59
2020-06-24,9624,-3.35
2020-06-23,9683,-0.61
2020-06-22,9296,4.17
2020-06-21,9358,-0.67
2020-06-20,9314,0.48
2020-06-19,9390,-0.79
2020-06-18,9464,-0.81
2020-06-17,9523,-0.62
2020-06-16,9425,1.04
2020-06-15,9345,0.86
2020-06-14,9470,-1.33
2020-06-13,9466,0.05
2020-06-12,9283,1.97
2020-06-11,9878,-6.03
2020-06-10,9768,1.13
2020-06-09,9777,-0.09
2020-06-08,9743,0.36
2020-06-07,9669,0.76
2020-06-06,9630,0.4
2020-06-05,9794,-1.67
2020-06-04,9667,1.32
2020-06-03,9527,1.47
2020-06-02,10190,-6.49
2020-06-01,9454,7.77
2020-05-31,9692,-2.45
2020-05-30,9424,2.84
2020-05-29,9573,-1.54
2020-05-28,9199,4.06
2020-05-27,8842,4.03
2020-05-26,8897,-0.63
2020-05-25,8728,1.95
2020-05-24,9177,-4.89
2020-05-23,9169,0.08
2020-05-22,9058,1.22
2020-05-21,9511,-4.76
2020-05-20,9773,-2.67
2020-05-19,9730,0.44
2020-05-18,9678,0.55
2020-05-17,9376,3.18
2020-05-16,9318,0.66
2020-05-15,9778,-4.71
2020-05-14,9298,5.16
2020-05-13,8813,5.5
2020-05-12,8569,2.73
2020-05-11,8737,-1.82
2020-05-10,9553,-8.54
2020-05-09,9806,-2.57
2020-05-08,9980,-1.74
2020-05-07,9152,9.05
2020-05-06,9000,1.67
2020-05-05,8874,1.42
2020-05-04,8885,-0.12
2020-05-03,8966,-0.9
2020-05-02,8821,1.64
2020-05-01,8628,2.23
2020-04-30,8770,-1.62
2020-04-29,7746,13.22
2020-04-28,7766,-0.25
2020-04-27,7679,1.13
2020-04-26,7540,1.84
2020-04-25,7503,0.49
2020-04-24,7491,0.2
2020-04-23,7112,5.28
2020-04-22,6842,3.95
2020-04-21,6833,0.13
2020-04-20,7122,-4.06
2020-04-19,7230,-1.49
2020-04-18,7035,2.77
2020-04-17,7085,-0.7
2020-04-16,6629,6.89
2020-04-15,6851,-3.24
2020-04-14,6841,0.14
2020-04-13,6918,-1.1
2020-04-12,6867,0.73
2020-04-11,6862,0.07
2020-04-10,7289,-5.84
2020-04-09,7361,-0.98
2020-04-08,7185,2.45
2020-04-07,7332,-2.01
2020-04-06,6772,8.26
2020-04-05,6857,-1.23
2020-04-04,6735,1.8
2020-04-03,6799,-0.95
2020-04-02,6638,2.44
2020-04-01,6412,3.52
2020-03-31,6391,0.34
2020-03-30,5890,8.5
2020-03-29,6233,-5.51
2020-03-28,6373,-2.19
2020-03-27,6725,-5.23
2020-03-26,6677,0.69
2020-03-25,6744,-0.97
2020-03-24,6468,4.26
2020-03-23,5822,11.11
2020-03-22,6186,-5.89
2020-03-21,6205,-0.31
2020-03-20,6171,0.54
2020-03-19,5359,15.12
2020-03-18,5260,1.91
2020-03-17,5030,4.59
2020-03-16,5366,-6.27
2020-03-15,5182,3.54
2020-03-14,5589,-7.19
2020-03-13,4815,15.71
2020-03-12,7935,-39.18
2020-03-11,7892,0.56
2020-03-10,7933,-0.53
2020-03-09,8035,-1.26
2020-03-08,8887,-9.61
2020-03-07,9134,-2.7
2020-03-06,9060,0.82
2020-03-05,8757,3.45
2020-03-04,8761,-0.04
2020-03-03,8906,-1.61
2020-03-02,8537,4.27
2020-03-01,8543,-0.04
2020-02-29,8697,-1.77
2020-02-28,8820,-1.37
2020-02-27,8800,0.21
2020-02-26,9317,-5.55
2020-02-25,9662,-3.57
2020-02-24,9943,-2.82
2020-02-23,9655,2.97
2020-02-22,9684,-0.3
2020-02-21,9602,0.85
2020-02-20,9611,-0.07
2020-02-19,10158,-5.4
2020-02-18,9701,4.71
2020-02-17,9931,-2.32
2020-02-16,9907,0.25
2020-02-15,10336,-4.12
2020-02-14,10235,0.96
2020-02-13,10321,-0.8
2020-02-12,10229,0.86
2020-02-11,9854,3.81
2020-02-10,10151,-2.93
2020-02-09,9895,2.59
2020-02-08,9817,0.78
2020-02-07,9771,0.48
2020-02-06,9611,1.67
2020-02-05,9194,4.54
2020-02-04,9296,-1.1
2020-02-03,9334,-0.41
2020-02-02,9381,-0.5
2020-02-01,9349,0.35
2020-01-31,9508,-1.66
2020-01-30,9299,2.24
2020-01-29,9377,-0.84
2020-01-28,8866,5.76
2020-01-27,8608,3.01
2020-01-26,8341,3.19
2020-01-25,8439,-1.17
2020-01-24,8404,0.41
2020-01-23,8678,-3.15
2020-01-22,8733,-0.62
2020-01-21,8642,1.05
2020-01-20,8705,-0.74
2020-01-19,8916,-2.36
2020-01-18,8913,0.04
2020-01-17,8726,2.13
2020-01-16,8818,-1.04
2020-01-15,8827,-0.12
2020-01-14,8111,8.85
2020-01-13,8188,-0.93
2020-01-12,8023,2.04
2020-01-11,8187,-1.99
2020-01-10,7842,4.4
2020-01-09,8060,-2.7
2020-01-08,8154,-1.18
2020-01-07,7759,5.11
2020-01-06,7372,5.24
2020-01-05,7376,-0.06
2020-01-04,7345,0.46
2020-01-03,6967,5.4
2020-01-02,7199,-3.23
2020-01-01,7196,0.05
2019-12-31,7261,-0.9
2019-12-30,7397,-1.84
2019-12-29,7321,1.04
2019-12-28,7261,0.82
2019-12-27,7210,0.7
2019-12-26,7225,-0.19
2019-12-25,7268,-0.6
2019-12-24,7322,-0.74
2019-12-23,7496,-2.31
2019-12-22,7156,4.74
2019-12-21,7196,-0.56
2019-12-20,7165,0.43
2019-12-19,7276,-1.52
2019-12-18,6613,10.02
2019-12-17,6903,-4.2
2019-12-16,7128,-3.16
2019-12-15,7080,0.67
2019-12-14,7255,-2.4
2019-12-13,7208,0.65
2019-12-12,7208,0.0
2019-12-11,7235,-0.38
2019-12-10,7356,-1.63
2019-12-09,7524,-2.24
2019-12-08,7510,0.18
2019-12-07,7530,-0.26
2019-12-06,7399,1.78
2019-12-05,7204,2.7
2019-12-04,7291,-1.2
2019-12-03,7298,-0.09
2019-12-02,7395,-1.33
2019-12-01,7546,-1.99
2019-11-30,7742,-2.53
2019-11-29,7426,4.26
2019-11-28,7510,-1.12
2019-11-27,7162,4.86
2019-11-26,7115,0.66
2019-11-25,6924,2.76
2019-11-24,7325,-5.45
2019-11-23,7271,0.71
2019-11-22,7627,-4.66
2019-11-21,8099,-5.82
2019-11-20,8145,-0.57
2019-11-19,8207,-0.76
2019-11-18,8510,-3.54
2019-11-17,8497,0.15
2019-11-16,8476,0.25
2019-11-15,8660,-2.13
2019-11-14,8782,-1.39
2019-11-13,8813,-0.33
